Timestamp,What is your gender,Year of graduation,Title of course studied,Polytechnic/University attended,What is your highest level of education?,What best describes your current status?,How many jobs have you had since graduation including your current one?,Have you completed your NYSC?,"If you answered yes/ongoing to the previous question, what year did you (or will you) complete your NYSC?",Did you get your first full time job through your NYSC placement?,"Thinking about your first employment after graduation, what was your job level?",What is/was your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)","Still thinking about your first employment, what is/was your monthly income level?","Did you need your higher education qualification to get your first job (the actual qualification, not the subject of study)?",What was the most significant reason for deciding to take your first job?,"Thinking about your current employment, what is your job level?",What is your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)",What is your current monthly income level?,"Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","As far as you are aware, what was most important to your current employer about your qualification?",How do you find out about your job(s)?,"Thinking about your current employment, did you work for your employer before or during your  higher education study?",Which form of transport do you use the most?,Were you able to rent an apartment or buy a car from the salary you got from your first job?,My course of study prepared me well for employment,My course of study prepared me well for further studies,Which of these skills/knowledge did your higher education prepare you for?
4/30/2018 13:59,Female,2014,Zoology,"Lagos State University Ojo, Lagos.",Bachelor's degree,"Engaged in full-time further study, training or research",3,Yes,2015,Yes,Entry level,Data Entry,Power/Energy,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,It was the only job offer I received,Entry level,Business Developer,Agriculture/Poultry/Fishing,"Under ‎₦20,000",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,No one thing was important,Media (e.g. newspaper/magazine advertisement),No,Motorcycle,No,Agree,Agree,"Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
4/30/2018 14:02,Female,2014,Educational / Psychology Guidance And Counselling,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 14:07,Male,2015,Agriculture,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Working full time (paid employment),2,Yes,2016,No,Entry level,Estate Management,Agriculture/Poultry/Fishing,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,It was the best job offer I received,Entry level,Estate Management,Agriculture/Poultry/Fishing,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Don't know,Recruitment agency/Online job site,Yes: during my higher education study,Commercial Vehicles,No: From my current job,Agree,Agree,None of the above
4/30/2018 14:09,Female,2017,Agricultural and Bioresources Engineering,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 14:09,Female,2014,Biochemistry,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 14:17,Female,2017,Systems Engineering,University of Lagos,Bachelor's degree,Youth Corper (NYSC),1,Ongoing,2019,No,,,,,,,Experience/Professional,Teacher,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,My qualification and experience plus the subjects I studied,"Personal contacts, including family and friends",No,Walking,No,Strongly Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
4/30/2018 14:26,Male,2014,Computer Science,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 14:26,Male,2013,Electrical & Electronic Engineering,University of Lagos,Master's degree,Working full time (paid employment),2,Yes,2014,No,Entry level,Sales,Telecommunications,"‎₦150,000 - ‎₦199,999",Yes: the qualification was a formal requirement,It was an opportunity to progress in the organisation,Clerical and administrative,Sales,Telecommunications,"‎₦250,000 and more",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,Recruitment agency/Online job site,No,Commercial Vehicles,Yes: From my first job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 14:35,Male,2014,English and Literary Studies,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Working full time (paid employment),2,Yes,2015,No,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,It was the only job offer I received,Entry level,Social Media/Digital Marketing,Telecommunications,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Media (e.g. newspaper/magazine advertisement),No,Commercial Vehicles,No: From my current job,Agree,Strongly Agree,Spoken communication skills
4/30/2018 14:41,Female,2016,Nursing Sciences,University of Ibadan,Bachelor's degree,Working full time (paid employment),1,Yes,2017,No,,,,,,,Entry level,"Doctor, Nursing And Other Medical Related Roles",Healthcare,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"University/polytechnic (e.g. Careers Service, lecturer, website)",No,Commercial Vehicles,No,Strongly Agree,Strongly Agree,None of the above
4/30/2018 14:44,Female,2017,Electrical Engineering,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 14:52,Male,2014,Chemical Engineering,"Redeemer's University, Mowe",Bachelor's degree,Self-employed/freelance/entrepreneur,2,Yes,2015,No,Entry level,"Doctor, Nursing And Other Medical Related Roles",Education,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,To gain and broaden my experience in order to get the type of job I really want,Executive Director,Marketing,Trade / Services,"‎₦100,000 - ‎₦149,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,nothing,"University/polytechnic (e.g. Careers Service, lecturer, website)",No,Commercial Vehicles,No: From my current job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 15:02,Female,2015,Food Science and Technology,"The Polytechnic Ibadan, Ibadab, Oyo State.",Higher National Diploma (HND),Working full time (paid employment),1,Yes,2016,Yes,,,,,,,Entry level,Sales,Insurance,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,Recruitment agency/Online job site,No,Motorcycle,No: From my current job,Strongly Agree,Agree,None of the above
4/30/2018 15:06,Female,2014,Accountancy,"University of Nigeria, Nsukka",Bachelor's degree,Working full time (paid employment),1,Yes,2015,No,,,,,,,Experience/Professional,Customer Service,Telecommunications,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),Social media/professional networking sites,No,Car,No: From my current job,Strongly Agree,Strongly Agree,"Ability to solve complex problems, Ability to work with others, Written communication skills"
4/30/2018 15:08,Male,2015,Mathematics,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 15:12,Male,2015,Philosophy,Ekiti State University,Bachelor's degree,Self-employed/freelance/entrepreneur,2,Yes,2017,No,Entry level,Estate Management,Oil & Gas / Mining,"‎₦20,000 - ‎₦49,999",Yes: while the qualification was not a formal requirement it did give me an advantage,In order to earn a living/pay off debts,Entry level,Human Resources,Retail / Wholesales,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),"Personal contacts, including family and friends",Yes: during my higher education study,Commercial Vehicles,No: From my current job,Agree,Strongly Agree,Spoken communication skills
4/30/2018 15:17,Male,2013,Computer Science,Kogi State University Anyigba,Bachelor's degree,Self-employed/freelance/entrepreneur,3,Yes,,No,Entry level,IT Support,Education,"‎₦50,000 - ‎₦99,999",Yes: while the qualification was not a formal requirement it did give me an advantage,It was the only job offer I received,Entry level,IT Support,Education,"‎₦50,000 - ‎₦99,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,Skillset,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Strongly Disagree,Strongly Disagree,None of the above
4/30/2018 15:20,Male,2013,Physics and Astronomy,University of Ilorin,Master's degree,Self-employed/freelance/entrepreneur,1,Yes,2013,Yes,,,,,,,Clerical and administrative,Project Co-Ordinator,Telecommunications,"‎₦20,000 - ‎₦49,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,The level of study,Media (e.g. newspaper/magazine advertisement),Yes: during my higher education study,Commercial Vehicles,No: From my current job,Strongly Disagree,Strongly Agree,None of the above
4/30/2018 15:35,Female,2017,Hospitality and Tourism,"Moshood Abiola Polytechnic, Abeokuta, Ogun State.",Ordinary National Diploma (OND),Due to start a job in the next month/developing a professional portfolio/creative practice,2,No,2018,No,Entry level,Event Management,Hospitality/Leisure,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,In order to earn a living/pay off debts,Entry level,Event Management,Hospitality/Leisure,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,IT/SIWES/Internship experience (gained as part of my course),"Personal contacts, including family and friends",No,Commercial Vehicles,No: From my current job,Agree,Strongly Agree,None of the above
4/30/2018 16:16,Male,2013,Business Administration,University of Benin,Bachelor's degree,Working full time (paid employment),1,Yes,2014,No,,,,,,,Clerical and administrative,Customer Service,Education,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),Social media/professional networking sites,Yes: before my higher education,Car,Yes: From my first job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 16:39,Female,2016,Business Administration,"Yaba College of Technology, Yaba, Lagos State.",Higher National Diploma (HND),Unemployed,1,Yes,2018,No,,,,,,,Clerical and administrative,Executive Assistance/Personal Assitance,Government / Defence,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,Recruitment agency/Online job site,No,Commercial Vehicles,No,Agree,Agree,Ability to work with others
